# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 65 | #8504   | bugfix     | fix: prevent false positives in isSilentReplyText for CJK content
 65 | #8705   | feature    | feat(whatsapp): add viewOnce support for ephemeral media
 65 | #8990   | bugfix     | fix(markdown): add paragraph separator after top-level lists
 65 | #9266   | bugfix     | fix(gateway): configure nested lane concurrency to prevent sessions_send timeout
 65 | #9339   | bugfix     | fix: enhance OpenAI compatibility for tool calling
 65 | #9817   | bugfix     | fix(media): resolve relative paths before reading local files (#8759)
 65 | #9893   | chore      | Tools: downgrade tool execution failure logs
 65 | #9926   | bugfix     | fix(macos): guard UNUserNotificationCenter when no bundle identifier
 65 | #10273  | bugfix     | fix(agents): detect and auto-compact mid-run context overflow
 65 | #10276  | bugfix     | fix(infra): use bidirectional jitter in computeBackoff
 65 | #10280  | bugfix     | fix(infra): add max size limit to Tailscale whois cache to prevent memory leak
 65 | #10372  | bugfix     | Fix google-gemini-cli-auth to work on Windows
 65 | #10555  | feature    | feat(hooks): add priority-aware hook registration
 65 | #10680  | docs       | docs: clarify api.on() vs api.registerHook() for plugin hooks
 65 | #11143  | bugfix     | fix: clear jiti cache on SIGUSR1 restart
 65 | #11210  | bugfix     | Harden Tool-Call Streaming Parser for OpenAI-Completions Backends (gpt-oss-120b 
 65 | #11299  | docs       | docs(zh-CN): add missing translations for providers and start guides
 65 | #11427  | bugfix     | fix(pdf): provide standardFontDataUrl to pdfjs-dist getDocument
 65 | #11743  | bugfix     | fix: remove redundant file reads from AGENTS.md template
 65 | #11774  | bugfix     | fix: add guards for undefined mentionRegexes arrays
 65 | #11778  | bugfix     | fix(plugins): enforce monotonic hook deny merges
 65 | #11877  | feature    | feat(ollama): auto-detect vision capability via /api/show
 65 | #12086  | bugfix     | fix(cron): ensure timer callback fires for scheduled jobs
 65 | #12248  | bugfix     | fix: wire streaming config field through resolveExtraParams to streamFn
 65 | #12386  | dependency | chore(deps): update Hono to v4.11.9
 65 | #12498  | bugfix     | fix: guard against incomplete onboarding adapters missing getStatus
 65 | #12806  | feature    | feat(memory): add continuity rollup system for session persistence
 65 | #12917  | feature    | feat(gateway): add agents.health RPC method for per-agent health over…
 65 | #12964  | bugfix     | fix(#20156): Venice - add missing models and set a new model default
 65 | #13065  | bugfix     | fix(cron): Fix "every" schedule not re-arming after gateway restart
 65 | #13070  | feature    | feat: Add support for custom Telegram Bot API server URL via apiRoot option
 65 | #13331  | feature    | feat(sessions_spawn): add sessionKey param to reuse sub-agent sessions
 65 | #13497  | bugfix     | fix(docker): normalize workspace paths for container compatibility
 65 | #13637  | bugfix     | fix(discord): add proxy support for media attachment downloads
 65 | #13643  | feature    | feat(slack): add agent-specific persona support for messages
 65 | #13650  | feature    | feat(agents): support env var overrides for default provider and model
 65 | #13652  | bugfix     | fix(discord): ensure default bot loads when multiple accounts are con…
 65 | #13857  | bugfix     | fix: warn when local agent models.json silently overrides central config
 65 | #13885  | feature    | feat: add session cost monitoring and alerting system
 65 | #14136  | feature    | feat: add agent collapse safeguards and fix TUI display on abort
 65 | #14429  | feature    | feat(bluebubbles): handle iMessage edit events in webhook
 65 | #14430  | feature    | Cron: anti-zombie scheduler recovery and in-flight job persistence
 65 | #14538  | docs       | docs: recommend Tailscale Serve for HTTPS access (#14513)
 65 | #14689  | feature    | onboard: set per-channel DM scope by default for multi-channel setups
 65 | #15215  | bugfix     | fix(UI): Prevent config layout panel from overlapping description text
 65 | #15564  | bugfix     | fix: webchat messages disappear during concurrent session activity
 65 | #15759  | bugfix     | discord: fix sender undefined type errors in message handler
 65 | #15803  | bugfix     | fix(skills/github): add GraphQL introspection guidance
 65 | #15882  | bugfix     | fix: move session entry computation inside store lock to prevent race conditions
 65 | #15909  | bugfix     | Guard notifications on macOS; fix focus issue and build fixes
 65 | #16274  | feature    | feat(voice): Fix persistent speech errors, silent playback, and feedb…
 65 | #16330  | bugfix     | fix(gateway): preserve conversation history on gateway restart
 65 | #16362  | docs       | Update session-pruning.md - updated agents.defaults config std
 65 | #16403  | feature    | feat: add readable timestamp to inbound_meta.v1 payload
 65 | #16417  | feature    | feat(web-search): enable Brave text_decorations by default
 65 | #16572  | feature    | Feat/tts piper language routing
 65 | #16593  | bugfix     | fix: mobile compose row layout
 65 | #16628  | feature    | feat(web): implement three-tier graduated retry strategy
 65 | #16685  | bugfix     | Fix cli agents/approvals/discord routing edge cases
 65 | #16742  | bugfix     | fix: prevent iOS Safari zoom on input focus and fix outer shell scrolling
 65 | #16785  | bugfix     | fix(whatsapp): preserve document filenames in outbound Baileys mode
 65 | #16944  | bugfix     | fix: retry transient WebSocket 1006 closures in callGateway + announce flow
 65 | #17030  | feature    | feat(memory-lancedb): support Ollama and OpenAI-compatible embedding endpoints
 65 | #17253  | bugfix     | fix: propagate lastTurnTotal through usage accumulator for accurate session_stat
 65 | #17345  | feature    | feat: Memory kernel rebuild with token budgeting, summary sidecar, and outputRef
 65 | #17529  | feature    | feat(cron): add preCheck gate to skip jobs when nothing changed
 65 | #17552  | bugfix     | fix(agents): suppress tool error warnings when assistant already replied
 65 | #17729  | bugfix     | fix(configure): update web tools hint to reflect all search providers
 65 | #17914  | bugfix     | Resolve merge conflicts in PR #13361
 65 | #18713  | feature    | feat(extensions): add BlockRun LLM provider with ClawRouter integration
 65 | #18765  | chore      | ci: avoid Bun setup GitHub tag API rate-limit failures
 65 | #18856  | bugfix     | fix(cron): reject past timestamps in createJob (defense-in-depth)
 65 | #18997  | bugfix     | fix: improve context overflow error messages and docs
 65 | #19088  | bugfix     | fix(gateway): allow startup with unset mode and fix pairing for local…
 65 | #19246  | feature    | feat(media): add Google Vertex AI media provider
 65 | #19293  | feature    | feat: A2A typed contracts for sessions_send
 65 | #19379  | feature    | feat: increase Brave search MAX_SEARCH_COUNT to 20 (AI-assisted)
 65 | #19519  | feature    | security: add HSTS, Cache-Control, and security response headers
 65 | #19543  | feature    | security: add encrypted localStorage wrapper using Web Crypto API
 65 | #19555  | feature    | feat(android): collapsible thinking/code blocks in chat
 65 | #19592  | feature    | feat(whatsapp): add sendAsSticker support
 65 | #19674  | chore      | test: allow optional session key in subagent announce mock
 65 | #20053  | feature    | feat(voicewake): trigger-based routing to agent/session
 65 | #20241  | bugfix     | fix(memory-lancedb): consolidate preference keyword/category detection (EN+CS+CJ
 65 | #20348  | feature    | Add support for Keybase as a channel
 65 | #20647  | feature    | feat: add exec-passthrough extension for direct output delivery
 65 | #20798  | bugfix     | fix(process): Add delayMs parameter to send-keys for TUI compatibility
 65 | #20933  | chore      | autofix: format 3 files (oxfmt)
 65 | #21256  | bugfix     | fix: treat ws:// to Tailscale addresses as secure when bind=tailnet
 65 | #21786  | feature    | feat(feishu): extract embedded video/media from post (rich text) messages
 65 | #21873  | bugfix     | fix: sanitize Bedrock toolUse.name in conversation history
 65 | #22105  | feature    | feat(auth): add refreshable Anthropic OAuth login flow
 65 | #22321  | bugfix     | fix: sanitize tool schemas for all Cloud Code Assist providers
 65 | #22325  | bugfix     | fix(security): prevent memory exhaustion in inline image decoding
 65 | #22332  | feature    | i18n: add Korean (ko-KR) locale support
 65 | #22607  | feature    | feat(cli): add --omit-system-prompt flag to agent --json
 65 | #22863  | bugfix     | fix: disable nav group collapse toggle when active tab is in group
 65 | #22941  | feature    | feat: add ZHIPU provider + doctor chat check (Phase 1A)
 65 | #22945  | feature    | feat(discord): seed channel history from API and persist to disk
 65 | #23030  | bugfix     | fix(subagents): restore isInternalMessageChannel guard in resolveAnnounceOrigin
 65 | #23100  | bugfix     | fix(ports): fall back to ss(8) when lsof fails to resolve listener PIDs
 65 | #23113  | bugfix     | fix: show actual runtime version after update/restart when service marker is sta
 65 | #23182  | bugfix     | fix(discord): pass statusReactions emojis and timing config to controller
 65 | #23240  | feature    | feat(telegram): Process inbound edited_message events
 65 | #23288  | feature    | feat(whatsapp): group command gating via commands.allowFrom + sender fields in i
 65 | #23371  | chore      | chore: add agentlint/prguard/secretmap skills + gitignore restart.sh
 65 | #23462  | bugfix     | fix: extract thinking blocks as fallback in extractTextFromChatContent
 65 | #23574  | feature    | security: P0 critical remediation — plugin sandbox, password hashing, default-de
 65 | #23588  | bugfix     | fix(auto-reply): suppress repetitive HEARTBEAT_OK loops
 65 | #23614  | feature    | feat(routing): add sessionScope binding override for session key scoping
 65 | #23636  | bugfix     | iOS: normalize watch quick actions and fix test signing
 65 | #23696  | feature    | feat(discord): render markdown tables as PNG images
 65 | #24044  | bugfix     | fix: normalize search_lang and ui_lang formats for Brave Search API (#23826)
 65 | #24050  | bugfix     | fix: exclude known non-gateway OpenClaw services from launchd detection (#23846)
 65 | #24201  | feature    | feat(llm): add opt-in TPM/RPM rate limit retry with comprehensive error detectio
 65 | #24297  | feature    | feat(extensions): reimplement Nostr DM inbound message handling with `dispatc…
 65 | #24941  | bugfix     | fix(whatsapp): add enabled field to WhatsAppConfigSchema
 65 | #25117  | bugfix     | fix(gateway): add exponential backoff for remote bin probe failures
 65 | #25264  | bugfix     | fix(nextcloud-talk): handle webhook port conflicts on restart
 65 | #25389  | bugfix     | fix(agents): handle AbortError from activeSession.abort() on timeout
 65 | #25955  | bugfix     | security(msteams): preserve guard ownership of dispatcher redirects
 65 | #25960  | bugfix     | fix(security): harden msteams webhook ingress timeouts
 65 | #26082  | bugfix     | fix(matrix): propagate accountId through all action paths for multi-account rout
 65 | #26353  | bugfix     | fix(fetch): sanitize HTTP headers to prevent ByteString crash on Windows
 65 | #26424  | bugfix     | Channels: skip system events for inbound messages
 65 | #26489  | bugfix     | fix(config): resolve ${VAR} in env block values before applying to process.env
 65 | #26553  | bugfix     | fix(agents): prevent subagent result loss during model fallback
 65 | #26674  | bugfix     | fix: clean stale session lock files on gateway startup (#26579)
 65 | #26716  | bugfix     | fix: add "google" to isReasoningTagProvider to prevent reasoning leak
 65 | #26729  | bugfix     | fix(session): default maintenance mode to enforce
 65 | #26757  | bugfix     | fix(cron): allow rescheduled 'at' jobs to fire at new time
 65 | #26767  | bugfix     | fix(plugins): forward meta argument in plugin runtime logger
 65 | #26889  | bugfix     | fix(embedded): scope messaging dedupe suppression to originating target
 65 | #26974  | feature    | feat(ENGN-5609–5612): Cascade prevention — concurrency gate, circuit breaker, se
 65 | #26997  | bugfix     | fix(gateway): use loopback for CLI status probe when bind=lan
 65 | #27225  | bugfix     | fix(nodes-tool): extend HTTP timeout for invoke and run actions
 65 | #27268  | feature    | security: add Plimsoll DeFi transaction firewall extension
 65 | #27270  | feature    | feat: enforce allowSendTo on auto-replies (extends #25051)
 65 | #27459  | bugfix     | fix(daemon): treat EPERM as process-alive in waitForPidExit
 65 | #27584  | bugfix     | fix: pass sessionKey to deliverOutboundPayloads for message:sent hook dispatch
 65 | #27639  | bugfix     | fix(msteams): send invokeResponse before file upload to prevent Teams timeout
 65 | #28095  | bugfix     | fix(messaging): prevent isSilentReplyText from dropping CJK messages
 65 | #28213  | bugfix     | fix(sandbox): honour alsoAllow in tools.sandbox.tools policy
 65 | #28224  | bugfix     | fix(macos): reuse remote gateway credentials for local loopback endpoints
 65 | #28315  | bugfix     | fix: use effective model resolver in resolveAgentModelPrimary
 65 | #28347  | bugfix     | fix(compaction): use full-session token count for post-compaction sanity check
 65 | #28409  | bugfix     | fix(announce): prevent models from calling message tool during cron announce del
 65 | #28424  | bugfix     | fix(sessions): use agentId instead of storePath for transcriptPath resolution
 65 | #28432  | bugfix     | Gateway+UI: keep webchat live during model fallback
 65 | #28436  | bugfix     | fix: clamp heartbeat setTimeout to prevent overflow with intervals >24.8 days
 65 | #28446  | bugfix     | fix(config): add missing `enabled` field to WhatsAppConfigSchema
 65 | #28453  | bugfix     | fix: gracefully handle oversized files and non-network errors in Telegram pollin
 65 | #28543  | bugfix     | fix(auto-reply): inherit global model config when plugin passes partial/empty co
 64 | #3362   | bugfix     | fix: auto-repair and retry on orphan tool_result errors
 64 | #3474   | bugfix     | fix(macos): menu bar activity badge not showing during agent work
 64 | #3534   | docs       | Update ad-hoc signing instructions in dev setup
 64 | #3647   | bugfix     | fix: sanitize tool arguments in session history
 64 | #3721   | bugfix     | fix(ui): webchat not displaying chat responses
 64 | #4097   | bugfix     | fix: classify AWS SSO token errors as auth for model fallback (AI-assisted)
 64 | #4109   | bugfix     | fix(cli): bypass config guard for tui --url
 64 | #4255   | bugfix     | fix(diagnostics-otel): complete OpenTelemetry v2.x compatibility
 64 | #4700   | bugfix     | fix: deduplicate tool_use IDs and enable sanitization for Anthropic
 64 | #5061   | bugfix     | fix(tools): add group:web to coding profile
 64 | #5509   | bugfix     | Fix TUI crash when terminal window is too narrow
 64 | #5649   | bugfix     | fix(security): harden file permissions and header merging
 64 | #6677   | bugfix     | fix(tts): always load fresh config for voice selection
 64 | #6857   | docs       | docs: clarify that /elevated on is an alias for ask
 64 | #6858   | feature    | feat(hooks): improve session-memory with LLM summarization
 64 | #7522   | bugfix     | fix(webchat): auto-scroll when message queue changes
 64 | #8067   | bugfix     | fix(telegram): use timing-safe comparison for webhook secret
 64 | #8078   | bugfix     | fix(config): add prototype pollution protection to deepMerge
 64 | #8103   | bugfix     | fix(tts): sanitize API keys from error messages
 64 | #8124   | bugfix     | fix(browser): add path validation for file upload and download
 64 | #8186   | bugfix     | fix(sandbox): validate setupCommand to prevent shell injection
 64 | #8317   | bugfix     | fix(tts): add dynamic timeout and retry logic for ElevenLabs TTS
 64 | #8494   | bugfix     | fix(test): resolve flaky port race condition in chutes-oauth.test.ts
 64 | #8600   | bugfix     | fix(update): add --ignore-scripts to prevent supply chain attacks
 64 | #8717   | feature    | feat(web-search): add Seltz as search provider
 64 | #8805   | bugfix     | [Bug Fix][AI-assisted] Refresh Copilot token before expiry and retry on auth err
 64 | #8818   | bugfix     | fix(browser): block unsafe code patterns in browser evaluate
 64 | #8880   | feature    | feat(ui): make URLs clickable in tool output
 64 | #9092   | bugfix     | fix: skip retry when block content already streamed to user
 64 | #9154   | bugfix     | fix(doctor): resolve symlinks before comparing state directories
 64 | #9427   | bugfix     | fix: trigger model fallback on all 4xx HTTP errors
 64 | #9451   | feature    | feat(qwen): enable DashScope/Qwen enable_thinking for /think
 64 | #9603   | bugfix     | fix: initialize global hook runner on plugin registry cache hit
 64 | #9677   | feature    | feat: expose incomingMessage in bootstrap hook context
 64 | #9990   | refactor   | refactor(agents): replace console.warn with SubsystemLogger in venice-models.tsr
 64 | #10120  | bugfix     | fix(cron): ensure next run is strictly in the future (#10035)
 64 | #10261  | bugfix     | fix(agents): prevent exec tool errors from leaking to channels (#9651)
 64 | #10567  | feature    | feat(agents): add configurable startup session pruning
 64 | #10745  | feature    | feat: Security improvements and Windows compatibility fixes
 64 | #10746  | feature    | feat: add 'deferred' typing mode to suppress typing indicator for NO_REPLY
 64 | #10930  | bugfix     | fix: validate WebSocket Origin for all client types, not just browser UIs
 64 | #11074  | feature    | feat: route group error messages to owner DM
 64 | #11096  | bugfix     | fix(plugins): require explicit trust for workspace and external plugins
 64 | #11147  | bugfix     | fix(daemon): stop gateway by port when no daemon service is active
 64 | #11151  | feature    | feat: add DeepSeek provider support
 64 | #11226  | bugfix     | Fix system property assignment in cache-trace.ts
 64 | #11415  | chore      | Update package.json metadata for npm discoverability
 64 | #11491  | feature    | feat(slack): allow agents to resolve channel IDs to names and list workspace cha
 64 | #11522  | bugfix     | Fix #10904: Add hard timeout to lane tasks to prevent cron wedging
 64 | #11663  | bugfix     | fix: prevent config page header overlap with settings form
 64 | #11754  | bugfix     | fix(read): persist image data and inject MEDIA directive for channel delivery
 64 | #11893  | feature    | feat(doctor): add session JSON validation to detect corruption
 64 | #11901  | feature    | feat: enhance /total_usage command with time units, model breakdown and interact
 64 | #11961  | bugfix     | fix: exec tool wraps shebang scripts in heredoc to use correct interpreter
 64 | #11990  | bugfix     | Fix media understanding file path suppression + image tool bare-ID validation
 64 | #12033  | feature    | feat(docker): add linux/riscv64 image to Docker release
 64 | #12325  | bugfix     | fix: trim leading/trailing whitespace from outbound messages
 64 | #12368  | bugfix     | fix(cron): respect OPENCLAW_STATE_DIR for cron store path
 64 | #12629  | feature    | Dockerfile: pre-install common CLI tools for agent runtime
 64 | #12642  | feature    | feat(tools): typed tool schemas for xAI/Grok compatibility
 64 | #12764  | chore      | Docker: add /workspace symlink for container
 64 | #12802  | bugfix     | fix(gateway): default unscoped operator connections to read-only
 64 | #13068  | docs       | docs(system-prompt): warn against using exec for gateway restart
 64 | #13119  | bugfix     | fix: add forward-compat for google-antigravity claude-opus-4-6 models
 64 | #13178  | bugfix     | fix: dedup mapped hook dispatches to prevent Gmail Pub/Sub retries
 64 | #13321  | feature    | android/gateway: harden manual connect identity and A2UI UX
 64 | #13424  | feature    | feat(whatsapp): add Newsletter/Channel JID support
 64 | #13881  | bugfix     | fix: Address Greptile feedback - test isolation and channel resolution
 64 | #13990  | feature    | feat: add subagent_progress tool for sub-agent progress reporting
 64 | #14035  | feature    | Feature: Implement EU compliant gateway Cortecs
 64 | #14227  | bugfix     | fix(matrix): pass asVoice to audioAsVoice for native voice messages
 64 | #15110  | bugfix     | fix: enable auto-scroll during assistant response streaming
 64 | #15127  | bugfix     | fix: clean up transcript paths on session corruption with proper error handling
 64 | #15864  | feature    | feat: add deliverOnlyToolMessages config for clean messaging channel replies
 64 | #15881  | bugfix     | fix(models): probe-safe cooldown handling and compatible fallback attribution
 64 | #16028  | feature    | feat/before-tool-result
 64 | #16594  | feature    | feat(feishu): add set_public_permission doc action
 64 | #16607  | feature    | feat(feishu): add get_public_permission doc action
 64 | #16637  | feature    | feat(feishu_doc): support optional public_access on create
 64 | #16677  | feature    | feat(routing): intelligent model routing via pre-route hook 
 64 | #16710  | feature    | feat: fast-path --version, --help, and no-args to skip full module loading (~98%
 64 | #16786  | bugfix     | fix: support google-antigravity OAuth for Gemini embeddings
 64 | #16867  | feature    | plugin-sdk: export PluginLogger type for plugin use
 64 | #16964  | chore      | test: add regression tests for sub-agent session path resolution
 64 | #17064  | bugfix     | fix(cron): prevent control-plane starvation during startup catch-up and manual r
 64 | #17357  | feature    | feat(telegram): implement telegram poll action,persistent answer routing, fixed 
 64 | #17502  | feature    | feat: normalize skill scanner reason codes and trust messaging
 64 | #17577  | feature    | feat: add GET /v1/models endpoint for OpenAI-compatible model listing
 64 | #17583  | feature    | feat(heartbeat): add agentId to route default heartbeat to a specific agent
 64 | #17630  | bugfix     | Fix LINE media temp files accumulating in os.tmpdir
 64 | #17636  | chore      | Build: add runtime-only build target
 64 | #17715  | feature    | scaffolds: Phase 1 executor (g-v-p) + gates + manifests
 64 | #17730  | feature    | feat: per-tool softTrim overrides for context pruning
 64 | #18134  | feature    | feat(discord): add semantic search tool for Discord messages
 64 | #18512  | feature    | feat(discord): Add resolveUser action for username-based user lookup
 64 | #18595  | feature    | feat: native PostgreSQL + pgvector memory backend
 64 | #18670  | feature    | feat: add first-class Claude Code CLI auth path + CLI model UX hardening
 64 | #18743  | feature    | Cron Tool Hardening: Normalize Gateway Params and Enforce Valid Schema Mapping
 64 | #18805  | bugfix     | fix(web-search): skip invalid bare ui_lang codes in Brave Search requests
 64 | #19024  | bugfix     | fix: Fix normalise toolid
 64 | #19329  | feature    | feat: add per-agent compaction and context pruning overrides
 64 | #19471  | bugfix     | fix(gateway): honor deliver param in chat.send
 64 | #19522  | feature    | feat(bluebubbles): send TTS as native iMessage voice memos
 64 | #19540  | feature    | feat: add timeout and exponential backoff retry for frontend API calls
 64 | #19566  | feature    | [AI-Assisted] feat: add openclaw sandbox run command
 64 | #19716  | bugfix     | fix: inject timestamp into channel message agent context (#16442)
 64 | #19807  | bugfix     | fix: apply #19779 Docker/TS strict-build fixes
 64 | #19841  | feature    | feat: add Amazon Bedrock as first-class onboarding provider
 64 | #19957  | feature    | feat(mattermost): add interactive buttons support
 64 | #20235  | bugfix     | fix(reply): prevent duplicate final payloads in block pipeline
 64 | #20266  | feature    | feat: skills-audit — Phase 1 security scanner for installed skills
 64 | #20275  | bugfix     | fix(cli): include primary model in allowlist when adding fallbacks
 64 | #20381  | feature    | feat(gateway): make chat history byte limit configurable via `gateway.maxChatHis
 64 | #20394  | feature    | feat(gateway): make chat history byte limit configurable via gateway.maxChatHist
 64 | #20420  | bugfix     | Telegram webhook listener to use the gateway's HTTP server instead of a (broken?
 64 | #20455  | bugfix     | fix(msteams): prevent EADDRINUSE restart loop
 64 | #20530  | feature    | feat: add Astrai as implicit provider (intelligent inference router)
 64 | #20572  | feature    | feat (agents): add force option to imageModel for cheaper/better vision routing
 64 | #20709  | feature    | feat: governed-agents skill — accountable sub-agent orchestration
 64 | #20838  | feature    | feat(extensions): add google-keep plugin for reading unchecked list i…
 64 | #20875  | feature    | feat(gateway): Add /config HTTP endpoint for external dashboards
 64 | #21053  | feature    | security(infra): OS keychain storage for device private keys
 64 | #21123  | chore      | Docs/CI/MSTeams: close low-hanging parity gaps and add guardrails
 64 | #21155  | feature    | reply: add cancellable before_reset guard for /new and /reset
 64 | #21173  | bugfix     | fix(config): support envFiles option in resolveConfigEnvVars for gateway-only se
 64 | #21201  | bugfix     | fix(compaction): repair tool_use/tool_result pairing after compaction
 64 | #21263  | bugfix     | fix: add google-vertex support for Gemini 3.1 models
 64 | #21307  | feature    | Installer smoke: add unsupported Node-path regression
 64 | #21498  | bugfix     | fix #20898: handle array type in tryFlattenLiteralAnyOf
 64 | #21576  | bugfix     | fix(feishu): stop ghost messages from corrupting active conversations on reconne
 64 | #21835  | bugfix     | fix: apply schema cleaning for google-antigravity in normalizeToolParameters
 64 | #21932  | bugfix     | fix(tui): eliminate stale model indicator lag in TUI
 64 | #22107  | docs       | docs: add local providers troubleshooting guide
 64 | #22247  | chore      | Android: update "Clawdbot" branded app icon to match iOS app icon
 64 | #22271  | feature    | feat(watchos): implement liquid glass UI and voice-first orb
 64 | #22335  | bugfix     | fix: harden normalizeE164 against empty/invalid inputs returning bare '+'
 64 | #22577  | bugfix     | fix(feishu): use senderKey fallback for DM session isolation
 64 | #22626  | feature    | feat(search): add support for SearXNG as a search provider
 64 | #22632  | docs       | docs: fix redirects and small reorg
 64 | #22893  | feature    | Add Z.AI image format support
 64 | #23040  | chore      | Upgrade default Google model to Gemini 3.1 Pro and add Venice catalog entry
 64 | #23540  | bugfix     | fix(compat): add legacy manifest keys for clawdbot and moltbot plugins
 64 | #23865  | bugfix     | fix(ui,agents): strip directive tags in UI + sanitize Mistral tool ca…
 64 | #23884  | bugfix     | fix(feishu): suppress intermediate delivery in raw renderMode
 64 | #23886  | bugfix     | fix(agents): cache resized images to avoid redundant re-processing (#…
 64 | #23938  | bugfix     | fix(telegram): Prioritize message ID over update ID for deduplication
 64 | #24085  | bugfix     | fix(update): deterministic managed-service restart failure returns non-zero
 64 | #24660  | feature    | feat(hooks): Add stability-monitor internal hook for session health tracking
 64 | #24664  | feature    | feat(tools): structured computer_use tool via Peekaboo CLI
 64 | #24705  | bugfix     | fix(agents): allow empty replacement text for edit tool
 64 | #24789  | feature    | feat(cron): configurable failure alerts for repeated job errors
 64 | #25051  | feature    | feat(whatsapp): add allowSendTo for independent outbound send gating
 64 | #25126  | bugfix     | fix(failover): trigger fallback on Anthropic insufficient_quota errors
 64 | #25144  | bugfix     | fix(config): improve error messages when config load fails
 64 | #25174  | feature    | Node gateway context path v2
 64 | #25189  | bugfix     | fix(pi-embedded-runner): adjust tool result compaction threshold for weighted es
 64 | #25190  | bugfix     | fix(subagent-announce): truncate long output to prevent Telegram 4096 char limit
 64 | #25265  | bugfix     | fix(cli): keep --json output pure by skipping doctor preflight notes
 64 | #25337  | bugfix     | fix(daemon): fix backslash escape in systemd env parser
 64 | #25345  | bugfix     | fix(health): populate channel runtime state in health snapshot
 64 | #25350  | bugfix     | fix(commands): treat ownerAllowFrom wildcard as sender owner
 64 | #25378  | bugfix     | fix(auto-reply): inject timestamp into BodyForAgent for channel messages
 64 | #25480  | feature    | feat: Guardian Safety Layer — blacklist + LLM intent verification for tool calls
 64 | #25889  | bugfix     | fix: compaction critical rules extraction for AGENTS.md template headings
 64 | #25935  | bugfix     | fix(memory): use shell mode for qmd.cmd spawns on Windows
 64 | #26051  | bugfix     | security(sandbox): block hardlinked path alias escapes
 64 | #26057  | bugfix     | fix(matrix): handle missing self-verification API
 64 | #26240  | bugfix     | fix(agent): refresh skills snapshot when workspace version changes
 64 | #26284  | feature    | feat(cron): add --account flag for multi-account delivery routing
 64 | #26351  | bugfix     | fix(windows): enable shell:true for .cmd files to prevent spawn EINVAL
 64 | #26356  | bugfix     | fix(feishu): pass mediaLocalRoots to loadWebMedia for local file access
 64 | #26366  | bugfix     | fix(outbound): enforce DM delivery guard on implicit session-fallback routing fo
 64 | #26475  | bugfix     | fix(ollama): preserve configured context window
 64 | #26488  | bugfix     | fix(tools): return structured error from web_search instead of silent abort
 64 | #26518  | bugfix     | Slack: honor SLACK_USER_TOKEN env
 64 | #26572  | bugfix     | fix: include "google" provider in isReasoningTagProvider
 64 | #26593  | bugfix     | fix: respect explicit sendReadReceipts in self-chat mode
 64 | #26611  | bugfix     | fix(webchat): discard stale chat history when session changes during load (#2571
 64 | #26615  | bugfix     | fix(reply): keep configured fallback chain for compaction auto-overrides
 64 | #26634  | bugfix     | fix: preserve original image bytes in read tool results
 64 | #26641  | bugfix     | fix: add 'google' to isReasoningTagProvider check (#26551)
 64 | #26649  | bugfix     | fix: add TTL to bootstrap file cache to pick up workspace changes (#26497)
 64 | #26704  | bugfix     | fix: guard export html placeholders
 64 | #26728  | bugfix     | fix(gateway): auto-correct bind to loopback when tailscale.mode=serve
 64 | #26755  | bugfix     | fix(doctor): only archive empty orphan transcripts
 64 | #26768  | bugfix     | fix: surface TTS errors to users when conversion fails (#26080)
 64 | #26790  | feature    | [WIP]feat(feishu): rich markdown support via Descendant API
 64 | #26832  | bugfix     | fix(control-ui): self-heal stale gateway token mismatch loops
 64 | #26880  | bugfix     | fix(doctor): repair invalid enum values in config
 64 | #26932  | bugfix     | fix(signal): add stop callback to clear typing indicator on response complete
 64 | #26944  | feature    | feat: conditional HEARTBEAT.md loading — skip for non-heartbeat messages
 64 | #26954  | bugfix     | fix(telegram): use canonical agent-prefixed session key for slash commands
 64 | #27028  | bugfix     | bug: Workaround for QMD upstream bug
 64 | #27094  | bugfix     | fix(tools): trim whitespace from tool call names before lookup
 64 | #27120  | bugfix     | fix(feishu): pass mediaLocalRoots to loadWebMedia for local file access
 64 | #27122  | feature    | Message error handling: add messages.errorMode and hide raw provider errors by d
 64 | #27193  | feature    | feat(hooks): add sessionMode option for persistent hook sessions
 64 | #27237  | bugfix     | fix(sandbox): add fallback for container path resolution in fs-path r…
 64 | #27313  | bugfix     | fix(agents): trim whitespace from LLM tool call names to prevent lookup failures
 64 | #27367  | bugfix     | fix(tmp): avoid fatal fallback temp-dir startup failures
 64 | #27380  | bugfix     | fix(onboard): increase verification timeout and reduce max_tokens for custom pro
 64 | #27421  | feature    | feat: support domain patterns in allowFrom (e.g. @example.com)
 64 | #27437  | bugfix     | fix(skills): expand glob patterns before passing to chokidar v5
 64 | #27465  | feature    | feat: add proxy support for web search tools
 64 | #27467  | bugfix     | fix(media): destroy PDF document after extraction to prevent memory leak
 64 | #27550  | bugfix     | fix: add xai provider to isReasoningTagProvider (#27533)
 64 | #27559  | bugfix     | fix(fetch): sanitize HTTP headers to prevent ByteString crash on Windows
 64 | #27573  | bugfix     | fix(telegram): honour HTTP_PROXY/HTTPS_PROXY env vars for media fetch
 64 | #27614  | bugfix     | fix(feishu): fall back to direct send when reply target is withdrawn
